Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Samoa,WSM,15.2095204342126
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,San Marino,SMR,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sao Tome and Principe,STP,12.8163490377908
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Saudi Arabia,SAU,56.5751301320592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Senegal,SEN,23.1526032786161
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Serbia,SRB,25.237090734551
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Seychelles,SYC,15.7700469714181
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sierra Leone,SLE,15.6143700139316
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Singapore,SGP,24.1685192477514
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sint Maarten (Dutch part),SXM,7.30134105795493
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovak Republic,SVK,30.5233505220987
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovenia,SVN,28.1368465759898
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Solomon Islands,SLB,16.8604001908571
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Somalia,SOM,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Africa,ZAF,24.3052820058227
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Sudan,SSD,46.6994007328919
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Spain,ESP,20.063567200719
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sri Lanka,LKA,30.5178954280569
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Kitts and Nevis,KNA,21.3786128291905
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Lucia,LCA,9.9830608960786
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Martin (French part),MAF,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Vincent and the Grenadines,VCT,14.1124131006087
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sudan,SDN,18.1004960644315
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Suriname,SUR,30.2474846767665
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eswatini,SWZ,35.6131395481089
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sweden,SWE,21.7861212754181
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Switzerland,CHE,24.323915072693
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Syrian Arab Republic,SYR,19.4952280332547
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tajikistan,TJK,22.6047415105536
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tanzania,TZA,25.1415034758525
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Thailand,THA,36.7630403655124
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Timor-Leste,TLS,16.9792969455941
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Togo,TGO,23.7721853766213
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tonga,TON,16.1051334658986
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Trinidad and Tobago,TTO,43.2823848820858
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tunisia,TUN,27.1288836396189
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turkiye,TUR,28.1166611892662
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turkmenistan,TKM,60.6696011092838
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Turks and Caicos Islands,TCA,9.29815592043468
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Tuvalu,TUV,7.39348837209302
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uganda,UGA,25.222682012996
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ukraine,UKR,22.8189915653958
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United Arab Emirates,ARE,51.9897136713276
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United Kingdom,GBR,18.2286951937006
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,United States,USA,19.2684337605714
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uruguay,URY,24.7006411459084
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Uzbekistan,UZB,22.0708925481202
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Vanuatu,VUT,7.51367213552088
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Venezuela, RB",VEN,37.2446888923877
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Viet Nam,VNM,35.2985684880333
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Virgin Islands (U.S.),VIR,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,West Bank and Gaza,PSE,17.9717935338142
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Yemen, Rep.",YEM,39.8882580148089
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Zambia,ZMB,32.9441480248783
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Zimbabwe,ZWE,23.7185476195259
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Afghanistan,AFG,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Albania,ALB,28.2130014584625
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Algeria,DZA,27.6194863705878
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,American Samoa,ASM,66.7185069984448
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Andorra,AND,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Angola,AGO,44.6950294609853
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Antigua and Barbuda,ATG,74.504141999119
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Argentina,ARG,14.4054785893756
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Armenia,ARM,28.5603816555446
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Aruba,ABW,78.2754936773626
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Australia,AUS,21.0823313194078
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Austria,AUT,53.3865790462424
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Azerbaijan,AZE,43.2735566584935
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Bahamas, The",BHS,37.9283950392287
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bahrain,BHR,96.0507512478313
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bangladesh,BGD,18.9896599950107
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Barbados,BRB,39.8835813276416
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Belarus,BLR,54.941113689671
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Belgium,BEL,79.801009073623
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Belize,BLZ,55.8347735811878
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Benin,BEN,31.4308411236325
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bermuda,BMU,51.1612432078139
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bhutan,BTN,34.7170499461502
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bolivia,BOL,43.2930879909317
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bosnia and Herzegovina,BIH,33.9891201082484
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Botswana,BWA,61.2829678934065
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Brazil,BRA,11.0119428190539
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,British Virgin Islands,VGB,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Brunei Darussalam,BRN,68.1770804483096
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Bulgaria,BGR,64.5944223684434
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Burkina Faso,BFA,26.932004154154
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Burundi,BDI,8.6960211937924
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cabo Verde,CPV,37.2482924821867
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cambodia,KHM,62.6034741721539
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cameroon,CMR,23.6099755336855
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Canada,CAN,31.7365758733408
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cayman Islands,CYM,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Central African Republic,CAF,16.6757875879937
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Chad,TCD,34.1613628875217
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Channel Islands,CHI,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Chile,CHL,33.0039029654952
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,China,CHN,23.5100609073857
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Colombia,COL,16.6347491096509
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Comoros,COM,9.67647217726497
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Dem. Rep.",COD,36.8321888505236
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Congo, Rep.",COG,53.1336383710482
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Costa Rica,CRI,31.3629152830375
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cote d'Ivoire,CIV,28.1569587645537
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Croatia,HRV,42.5009804391891
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cuba,CUB,22.0838845419007
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Curacao,CUW,75.9321214347871
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Cyprus,CYP,65.9517048728868
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Czechia,CZE,81.9542745743788
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Denmark,DNK,54.6131394364014
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Djibouti,DJI,158.374311256779
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Dominica,DMA,52.4146716388169
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Dominican Republic,DOM,25.1513905580691
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ecuador,ECU,31.3550366940318
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Egypt, Arab Rep.",EGY,14.2441314553991
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,El Salvador,SLV,29.5528752334192
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Equatorial Guinea,GNQ,65.9632885983728
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eritrea,ERI,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Estonia,EST,81.8654328816924
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ethiopia,ETH,11.6416199095703
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Faroe Islands,FRO,53.4142881600509
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Fiji,FJI,52.3342755939207
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Finland,FIN,36.4814376235518
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,France,FRA,29.666684498073
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,French Polynesia,PYF,19.704885459438
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Gabon,GAB,44.5208923945675
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Gambia, The",GMB,21.8368954439609
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Georgia,GEO,39.1818857575184
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Germany,DEU,45.6192633128717
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ghana,GHA,28.2319021605976
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Gibraltar,GIB,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Greece,GRC,32.48559818352
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Greenland,GRL,38.4728230205003
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Grenada,GRD,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guam,GUM,18.8413547237077
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guatemala,GTM,21.7443629245636
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea,GIN,26.6885101438986
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guinea-Bissau,GNB,16.6941209407259
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Guyana,GUY,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Haiti,HTI,10.9748356235428
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Honduras,HND,47.5626547300206
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Hong Kong SAR, China",HKG,213.090413516784
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Hungary,HUN,87.1234667634739
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Iceland,ISL,51.5190979483341
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,India,IND,22.9679630081088
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Indonesia,IDN,23.665984596562
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Iran, Islamic Rep.",IRN,22.8306723891643
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Iraq,IRQ,38.9417264514779
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ireland,IRL,109.904947706623
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Isle of Man,IMN,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Israel,ISR,31.8734891196806
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Italy,ITA,29.1088281864091
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jamaica,JAM,31.2546249666808
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Japan,JPN,17.4186553484795
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Jordan,JOR,42.1339077050464
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kazakhstan,KAZ,39.3417580907293
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kenya,KEN,16.4728044658123
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kiribati,KIR,12.0421765765766
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Korea, Dem. People's Rep.",PRK,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Korea, Rep.",KOR,47.8314208662979
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kosovo,XKX,23.5268854358467
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kuwait,KWT,68.5060682413279
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kyrgyz Republic,KGZ,37.4486515894922
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lao PDR,LAO,40.7545466511497
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Latvia,LVA,61.1547282077451
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lebanon,LBN,23.7561644984684
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lesotho,LSO,38.1496953255837
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liberia,LBR,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Libya,LBY,32.2383210024013
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Liechtenstein,LIE,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Lithuania,LTU,72.2704251906117
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Luxembourg,LUX,182.782592419634
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Macao SAR, China",MAC,85.641344899616
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North Macedonia,MKD,47.6628552909135
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Madagascar,MDG,28.2819119746319
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malawi,MWI,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malaysia,MYS,73.7934986257765
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Maldives,MDV,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mali,MLI,22.5554869569717
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Malta,MLT,149.812515088131
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Marshall Islands,MHL,49.7690525667067
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritania,MRT,37.3892007219428
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mauritius,MUS,52.5246596111912
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mexico,MEX,31.462992199988
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Micronesia, Fed. Sts.",FSM,31.8284267419047
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Moldova,MDA,31.5279635595633
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Monaco,MCO,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mongolia,MNG,52.2489986942277
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Montenegro,MNE,40.143704803058
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Morocco,MAR,30.1329866374292
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mozambique,MOZ,32.7890372970921
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Myanmar,MMR,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Namibia,NAM,39.017085209178
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nauru,NRU,99.0740740740741
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nepal,NPL,10.124042118155
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Netherlands,NLD,80.5779081541485
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Caledonia,NCL,18.5861810873195
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Zealand,NZL,27.9795137186391
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nicaragua,NIC,45.0079927886564
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Niger,NER,15.945862927875
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nigeria,NGA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Northern Mariana Islands,MNP,52.5240384615385
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Norway,NOR,39.7276720425482
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Oman,OMN,61.439617538465
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pakistan,PAK,11.1949725296552
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Palau,PLW,53.2504139748031
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Panama,PAN,55.3574218671752
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Papua New Guinea,PNG,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Paraguay,PRY,35.4644118987732
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Peru,PER,22.6069703758151
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Philippines,PHL,27.3545041903071
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Poland,POL,46.4887871702835
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Portugal,PRT,40.2159680026703
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Puerto Rico,PRI,60.8216247030137
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Qatar,QAT,67.9981181320016
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Romania,ROU,41.4784854122525
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Russian Federation,RUS,27.1110970517525
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,13.8686638985434
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Samoa,WSM,27.5922586728551
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,San Marino,SMR,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sao Tome and Principe,STP,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Saudi Arabia,SAU,46.2481894216307
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,21.7782967413225
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Serbia,SRB,42.0775289604243
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,99.180749158294
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,30.7598983140638
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,191.953535787505
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sint Maarten (Dutch part),SXM,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovak Republic,SVK,91.4000799743051
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovenia,SVN,76.1517421398548
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Solomon Islands,SLB,42.3367816208643
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Somalia,SOM,16.791595652195
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,29.0006193033471
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,38.3916172930278
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,33.4679762310577
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sri Lanka,LKA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Kitts and Nevis,KNA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Lucia,LCA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Martin (French part),MAF,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,7.60891112283276
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Suriname,SUR,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eswatini,SWZ,43.8544194416515
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,43.2661612480684
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,65.3372701216929
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Syrian Arab Republic,SYR,7.01577957147438
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,9.17009118973376
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,18.0692092760813
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,68.3941351612178
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TLS,4.57179901393762
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,28.3375647637674
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,16.9701818532139
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,42.947465118132
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkiye,TUR,25.2055416974053
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,46.7801747766921
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,14.9482109075764
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,48.5929618158503
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,96.9237967434986
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,28.5762147291242
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,13.5082142132235
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,23.5426616139817
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,16.0444480266768
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,51.4272375616913
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,16.6938273502942
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Viet Nam,VNM,69.5985750693016
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,78.3730715287518
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,PSE,15.8230698299463
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,21.4840870786547
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,38.8222899319378
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,20.9301459192706
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Afghanistan,AFG,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Albania,ALB,47.19484413802
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Algeria,DZA,29.3040555963989
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,American Samoa,ASM,108.087091757387
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Andorra,AND,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Angola,AGO,34.6378933219044
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Antigua and Barbuda,ATG,67.0294721234326
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Argentina,ARG,14.0013150558519
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Armenia,ARM,47.2184853070945
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Aruba,ABW,84.6065584238676
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,21.3606968828433
